id,text,is_valid,departure_canonical,arrival_canonical,departure_surface,arrival_surface,departure_span_start,departure_span_end,arrival_span_start,arrival_span_end,has_noise,template_id
3887,J'aimerais un billet de La-Rochelle jusque nantes la semaine prochaine sans correspondance s'il te plaît.,1,La Rochelle,Nantes,La-Rochelle,nantes,24,35,43,49,1,29
3888,Je souhaiterais un itinéraire de Reims jusque Le Mans vendredi est-ce possible ?,1,Reims,Le Mans,Reims,Le Mans,33,38,46,53,0,133
3889,Peux-tu un voyage au départ de Nice pour Nancy vendredi en seconde ?,1,Nice,Nancy,Nice,Nancy,31,35,41,46,0,396
3890,Je souhaiterais un itinéraire de Clermont Ferrand jusque Avignno le plus rapide possible est-ce possible ?,1,Clermont-Ferrand,Avignon,Clermont Ferrand,Avignno,33,49,57,64,1,394
3891,"Salut, je voudrais une liaison ferroviaire de Le-Mans jusqu'à lA rochelle le plus rapide possible",1,Le Mans,La Rochelle,Le-Mans,lA rochelle,46,53,62,73,1,281
3892,Réserve-moi quelque chose.,0,,,,,-1,-1,-1,-1,0,-1
3893,J'aimerais un billet entre Pau et Metz demain après-midi en seconde stp.,1,Pau,Metz,Pau,Metz,27,30,34,38,0,301
3894,Tu peux un voyage de Avignon jusqu'à ANGERS aujourd'hui pas trop cher est-ce possible ? Je vais voir mon ami Milan.,1,Avignon,Angers,Avignon,ANGERS,21,28,37,43,1,210
3895,J’ai besoin de un voyage depuis Brest jusqu’à Paris demain après-midi en première classe ?,1,Brest,Paris,Brest,Paris,32,37,46,51,0,292
3896,Quel temps fait-il à GRENOBLE aujourd'hui ?,0,,,,,-1,-1,-1,-1,0,-1
3897,J’ai besoin de un trajet pour aller à limoges depuis pau en seconde,1,Pau,Limoges,pau,limoges,53,56,38,45,1,3
3898,Je veux une liaison ferroviaire de nicE jusqu'à La Rochell la semaine prochaine est-ce possible ? Je vais voir mon ami Orange.,1,Nice,La Rochelle,nicE,La Rochell,35,39,48,58,1,376
3899,Je veux un voyage en partant de Nants pour aller à Orleans demain matin Je dois rejoindre Paris avant de partir.,1,Nantes,Orléans,Nants,Orleans,32,37,51,58,1,141
3900,"Hey, je veux une correspondance depuis la-orchelle jusqu’à PAU samedi matin sans correspondance Je vais voir mon ami Lourdes.",1,La Rochelle,Pau,la-orchelle,PAU,39,50,59,62,1,315
3901,"Salut, je voudrais un trajet en partant de rennes pour aller à Port-Boulet ce soir pas trop cher ?",1,Rennes,Port-Boulet,rennes,Port-Boulet,43,49,63,74,1,194
3902,"Hey, je veux un trajet depuis Aix-en-Provence jusqu’à Nancy ce soir le plus rapide possible",1,Aix-en-Provence,Nancy,Aix-en-Provence,Nancy,30,45,54,59,0,131
3903,"Bonjour, je veux un itinéraire au départ de Clermont-Ferrand pour Strasbourg ce soir le plus rapide possible",1,Clermont-Ferrand,Strasbourg,Clermont-Ferrand,Strasbourg,44,60,66,76,0,319
3904,Raconte-moi l'histoire de Grenoble.,0,,,,,-1,-1,-1,-1,0,-1
3905,Je souhaiterais un voyage de lyon jusque Paris vendredi sans correspondance,1,Lyon,Paris,lyon,Paris,29,33,41,46,1,324
3906,Je cherche un trajet depuis Le-Mans jusqu’à Angers demain matin avec une correspondance tu peux regarder ?,1,Le Mans,Angers,Le-Mans,Angers,28,35,44,50,1,368
3907,Peux-tu un itinéraire depuis BREST jusqu’à MARSEILLE vendredi le plus rapide possible stp.,1,Brest,Marseille,BREST,MARSEILLE,29,34,43,52,1,257
3908,"Bonjour, je veux un voyage entre MOntpELlIer et Le-Mans samedi matin le plus rapide possible s'il te plaît.",1,Montpellier,Le Mans,MOntpELlIer,Le-Mans,33,44,48,55,1,122
3909,"Bonjour, je veux un voyage Saint-Malo → LIMOGES aujourd'hui pas trop cher est-ce possible ?",1,Saint-Malo,Limoges,Saint-Malo,LIMOGES,27,37,40,47,1,201
3910,J’ai besoin de un trajet de metz jusqu'à Tours ce soir avec une correspondance est-ce possible ?,1,Metz,Tours,metz,Tours,28,32,41,46,1,397
3911,Je voudrais un billet de Tours jusqu'à Besançon demain après-midi le plus rapide possible Je vais voir mon ami Lourdes.,1,Tours,Besançon,Tours,Besançon,25,30,39,47,0,369
3912,"Hey, je veux un trajet au départ de Rennes pour Aners demain après-midi ?",1,Rennes,Angers,Rennes,Aners,36,42,48,53,1,413
3913,"S'il te plaît, je veux un train STrasourg → Lyon vendredi pas trop cher s'il te plaît.",1,Strasbourg,Lyon,STrasourg,Lyon,32,41,44,48,1,92
3914,"Bonjour, je veux un billet de train Grenoble → StRASbOur dans 2 heures sans correspondance",1,Grenoble,Strasbourg,Grenoble,StRASbOur,36,44,47,56,1,243
3915,Je cherche un voyage en partant de Besançon pour aller à Paris demain après-midi sans correspondance stp.,1,Besançon,Paris,Besançon,Paris,35,43,57,62,0,39
3916,Je veux une pizza à Marseille.,0,,,,,-1,-1,-1,-1,0,-1
3917,"S'il te plaît, je veux un train au départ de marseille pour Nancy samedi matin sans correspondance s'il te plaît.",1,Marseille,Nancy,marseille,Nancy,45,54,60,65,1,267
3918,Peux-tu un trajet de port-boulet jusqu'à lyoN aujourd'hui sans correspondance ?,1,Port-Boulet,Lyon,port-boulet,lyoN,21,32,41,45,1,91
3919,"Hey, je veux un train depuis Nancy jusqu’à Lyon aujourd'hui s'il te plaît.",1,Nancy,Lyon,Nancy,Lyon,29,34,43,47,0,149
3920,Tu peux un billet de train pour aller à Lyon depuis eRims demain avec une correspondance s'il te plaît.,1,Reims,Lyon,eRims,Lyon,52,57,40,44,1,349
3921,Quel temps fait-il à REIMS aujourd'hui ?,0,,,,,-1,-1,-1,-1,0,-1
3922,"S'il te plaît, je veux une liaison ferroviaire de Tours jusqu'à ANGERS demain matin sans correspondance s'il te plaît.",1,Tours,Angers,Tours,ANGERS,50,55,64,70,1,138
3923,"S'il te plaît, je veux un itinéraire entre Paris et MONTPELLIER dans 2 heures le plus rapide possible tu peux regarder ?",1,Paris,Montpellier,Paris,MONTPELLIER,43,48,52,63,1,254
3924,J’ai besoin de une correspondance au départ de Nice pour Montpellier demain matin sans correspondance est-ce possible ?,1,Nice,Montpellier,Nice,Montpellier,47,51,57,68,0,307
3925,J’ai besoin de un trajet pour aller à Saint-Malo depuis anntes en seconde,1,Nantes,Saint-Malo,anntes,Saint-Malo,56,62,38,48,1,3
3926,"S'il te plaît, je veux un billet de train AnGErs → marseille demain matin en première classe s'il te plaît.",1,Angers,Marseille,AnGErs,marseille,42,48,51,60,1,365
3927,Je voudrais un trajet de aViGnon jusqu'à Bordeau la semaine prochaine en première classe s'il te plaît.,1,Avignon,Bordeaux,aViGnon,Bordeau,25,32,41,48,1,418
3928,Je pars demain.,0,,,,,-1,-1,-1,-1,0,-1
3929,Je voudrais un itinéraire en partant de Brest pour aller à TOulousE demain pas trop cher est-ce possible ?,1,Brest,Toulouse,Brest,TOulousE,40,45,59,67,1,225
3930,Je cherche un trajet entre Metz et orlEAnS vendredi le plus rapide possible s'il te plaît.,1,Metz,Orléans,Metz,orlEAnS,27,31,35,42,1,90
3931,"Salut, je voudrais un train de Perpignan jusque BORDEAUX la semaine prochaine Je dois rejoindre Orange avant de partir.",1,Perpignan,Bordeaux,Perpignan,BORDEAUX,31,40,48,56,1,54
3932,"Bonjour, je veux une correspondance Saint Étienne → reims vendredi sans correspondance s'il te plaît.",1,Saint-Étienne,Reims,Saint Étienne,reims,36,49,52,57,1,274
3933,Je veux une pizza à Nantes.,0,,,,,-1,-1,-1,-1,0,-1
3934,Je souhaiterais un billet de Caen vers Reims aujourd'hui en première classe ? Avec Albert je voyage.,1,Caen,Reims,Caen,Reims,29,33,39,44,0,50
3935,"Salut, je voudrais un train depuis nIce jusqu’à Tors en première classe est-ce possible ?",1,Nice,Tours,nIce,Tors,35,39,48,52,1,278
3936,Je voudrais un itinéraire Grenbole → Besançon demain matin pas trop cher ?,1,Grenoble,Besançon,Grenbole,Besançon,26,34,37,45,1,139
3937,Je veux un train.,0,,,,,-1,-1,-1,-1,0,-1
3938,Tu peux un voyage de Motpellier jusque Metz demain matin sans correspondance est-ce possible ?,1,Montpellier,Metz,Motpellier,Metz,21,31,39,43,1,266
3939,"Bonjour, je veux un billet de Toulouse vers Orléans ce soir en première classe ?",1,Toulouse,Orléans,Toulouse,Orléans,30,38,44,51,0,265
3940,Je veux aller à liMOges (pas en train).,0,,,,,-1,-1,-1,-1,0,-1
3941,Je veux aller voir Lourdes.,0,,,,,-1,-1,-1,-1,0,-1
3942,"Hey, je veux une correspondance Pau - Anges la semaine prochaine sans correspondance stp.",1,Pau,Angers,Pau,Anges,32,35,38,43,1,299
3943,J’ai besoin de une correspondance au départ de eims pour Paris demain matin sans correspondance est-ce possible ?,1,Reims,Paris,eims,Paris,47,51,57,62,1,307
3944,Tu peux un itinéraire de Nancy jusque Strasbourg demain matin le plus rapide possible est-ce possible ?,1,Nancy,Strasbourg,Nancy,Strasbourg,25,30,38,48,0,137
3945,Tu peux une liaison ferroviaire pour aller à La Rochelle depuis Nancy vendredi en seconde ?,1,Nancy,La Rochelle,Nancy,La Rochelle,64,69,45,56,0,87
3946,J’ai besoin de une liaison ferroviaire limoges - brESt demain matin avec une correspondance s'il te plaît.,1,Limoges,Brest,limoges,brESt,39,46,49,54,1,335
3947,Je veux un train.,0,,,,,-1,-1,-1,-1,0,-1
3948,"S'il te plaît, je veux une liaison ferroviaire de Caen jusqu'à liMOgEs demain matin le plus rapide possible s'il te plaît.",1,Caen,Limoges,Caen,liMOgEs,50,54,63,70,1,71
3949,T'as des nouvelles de Florence ?,0,,,,,-1,-1,-1,-1,0,-1
3950,Je souhaiterais un trajet depuis La Rochelle jusqu’à Dijon demain stp.,1,La Rochelle,Dijon,La Rochelle,Dijon,33,44,53,58,0,165
3951,Je souhaiterais un trajet de Grenoble jusqu'à Perpignan demain après-midi le plus rapide possible est-ce possible ?,1,Grenoble,Perpignan,Grenoble,Perpignan,29,37,46,55,0,40
3952,"Salut, je voudrais un voyage depuis Nice jusqu’à AVIGNON demain après-midi le plus rapide possible",1,Nice,Avignon,Nice,AVIGNON,36,40,49,56,1,97
3953,Je voudrais un train de saint-mal vers Angers demain matin tu peux regarder ?,1,Saint-Malo,Angers,saint-mal,Angers,24,33,39,45,1,392
3954,Je cherche une correspondance au départ de Port-Boulet pour Paris aujourd'hui sans correspondance ?,1,Port-Boulet,Paris,Port-Boulet,Paris,43,54,60,65,0,322
3955,"Bonjour, je veux un train en partant de Saint-Malo pour aller à Perpignan s'il te plaît. Je dois rejoindre Milan avant de partir.",1,Saint-Malo,Perpignan,Saint-Malo,Perpignan,40,50,64,73,0,306
3956,Je voudrais un billet Nantes - Reims ce soir le plus rapide possible Je vais voir mon ami Florence.,1,Nantes,Reims,Nantes,Reims,22,28,31,36,0,293
3957,Raconte-moi l'histoire de Limoges.,0,,,,,-1,-1,-1,-1,0,-1
3958,J'aimerais une liaison ferroviaire de Toulouse jusque Montpellier vendredi en première classe tu peux regarder ?,1,Toulouse,Montpellier,Toulouse,Montpellier,38,46,54,65,0,221
3959,Je voudrais aller voir mon ami Albert à Brest.,0,,,,,-1,-1,-1,-1,0,-1
3960,J'aimerais un voyage au départ de Grenoble pour Dijon vendredi en première classe stp.,1,Grenoble,Dijon,Grenoble,Dijon,34,42,48,53,0,28
3961,Je veux un train.,0,,,,,-1,-1,-1,-1,0,-1
3962,Je veux un train.,0,,,,,-1,-1,-1,-1,0,-1
3963,Tu peux un train pour aller à PERPIGNAN depuis BREst dans 2 heures sans correspondance ?,1,Brest,Perpignan,BREst,PERPIGNAN,47,52,30,39,1,127
3964,Peux-tu un trajet de eims jusqu'à La Rochelle la semaine prochaine en seconde est-ce possible ?,1,Reims,La Rochelle,eims,La Rochelle,21,25,34,45,1,185
3965,J’ai besoin de un voyage en partant de Angers pour aller à Toulouse vendredi sans correspondance ?,1,Angers,Toulouse,Angers,Toulouse,39,45,59,67,0,38
3966,"S'il te plaît, je veux un itinéraire de Nancy jusque GRENOBLE la semaine prochaine en seconde s'il te plaît.",1,Nancy,Grenoble,Nancy,GRENOBLE,40,45,53,61,1,269
3967,Quel temps fait-il à Perpignan aujourd'hui ?,0,,,,,-1,-1,-1,-1,0,-1
3968,Tu peux une correspondance de Nancy vers Saint Malo demain avec une correspondance tu peux regarder ?,1,Nancy,Saint-Malo,Nancy,Saint Malo,30,35,41,51,1,226
3969,"Salut, je voudrais une correspondance de Potr-Boulet vers BordeAux dans 2 heures le plus rapide possible s'il te plaît.",1,Port-Boulet,Bordeaux,Potr-Boulet,BordeAux,41,52,58,66,1,302
3970,Je veux une pizza à Metz.,0,,,,,-1,-1,-1,-1,0,-1
3971,J’ai besoin de un trajet au départ de ORLÉANS pour eRims dans 2 heures en première classe ? Je vais voir mon ami Albert.,1,Orléans,Reims,ORLÉANS,eRims,38,45,51,56,1,203
3972,Raconte-moi l'histoire de Port-Boulet.,0,,,,,-1,-1,-1,-1,0,-1
3973,Raconte-moi l'histoire de nancy.,0,,,,,-1,-1,-1,-1,0,-1
3974,Je veux aller voir Troyes.,0,,,,,-1,-1,-1,-1,0,-1
3975,Je souhaiterais un trajet depuis Le-Mans jusqu’à Dijon demain stp.,1,Le Mans,Dijon,Le-Mans,Dijon,33,40,49,54,1,165
3976,Réserve-moi quelque chose.,0,,,,,-1,-1,-1,-1,0,-1
3977,Je veux aller à pau (pas en train).,0,,,,,-1,-1,-1,-1,0,-1
3978,J’ai besoin de un voyage de Saint-Malo jusqu'à lyon aujourd'hui pas trop cher ?,1,Saint-Malo,Lyon,Saint-Malo,lyon,28,38,47,51,1,101
3979,J'aimerais un billet depuis Lille jusqu’à nancy ce soir le plus rapide possible,1,Lille,Nancy,Lille,nancy,28,33,42,47,1,209
3980,"S'il te plaît, je veux un billet de train bOrdeAuX → Nancy vendredi pas trop cher stp.",1,Bordeaux,Nancy,bOrdeAuX,Nancy,42,50,53,58,1,55
3981,Raconte-moi l'histoire de reiMs.,0,,,,,-1,-1,-1,-1,0,-1
3982,J’ai besoin de un voyage depuis Saint Malo jusqu’à Bordeaux aujourd'hui avec une correspondance est-ce possible ?,1,Saint-Malo,Bordeaux,Saint Malo,Bordeaux,32,42,51,59,1,220
3983,"Hey, je veux une liaison ferroviaire depuis Tours jusqu’à PORT-BOULET demain après-midi en première classe tu peux regarder ?",1,Tours,Port-Boulet,Tours,PORT-BOULET,44,49,58,69,1,403
3984,Je veux aller voir Orange.,0,,,,,-1,-1,-1,-1,0,-1
3985,Je voudrais une correspondance de iLlle vers clermont-ferrand stp. Je vais voir mon ami Orange.,1,Lille,Clermont-Ferrand,iLlle,clermont-ferrand,34,39,45,61,1,212
3986,J’ai besoin de un voyage de Angers vers BrESt vendredi en première classe s'il te plaît.,1,Angers,Brest,Angers,BrESt,28,34,40,45,1,308
3987,Je voudrais une correspondance depuis Lyon jusqu’à Limoges demain après-midi sans correspondance,1,Lyon,Limoges,Lyon,Limoges,38,42,51,58,0,120
3988,T'as des nouvelles de Orange ?,0,,,,,-1,-1,-1,-1,0,-1
3989,"Salut, je voudrais un trajet en partant de Brest pour aller à toulouse ce soir pas trop cher ?",1,Brest,Toulouse,Brest,toulouse,43,48,62,70,1,194
3990,Je cherche un billet de Rennes vers Besancon avec une correspondance tu peux regarder ?,1,Rennes,Besançon,Rennes,Besancon,24,30,36,44,1,102
3991,Tu peux un trajet en partant de PERPIGNAN pour aller à nancy vendredi le plus rapide possible est-ce possible ?,1,Perpignan,Nancy,PERPIGNAN,nancy,32,41,55,60,1,331
3992,Raconte-moi l'histoire de Nantes.,0,,,,,-1,-1,-1,-1,0,-1
3993,Je voudrais un billet de train AgneRS → PaRis dans 2 heures en première classe ? Je vais voir mon ami Albert.,1,Angers,Paris,AgneRS,PaRis,31,37,40,45,1,52
3994,Raconte-moi l'histoire de pariS.,0,,,,,-1,-1,-1,-1,0,-1
3995,Raconte-moi l'histoire de Clermont-Ferrand.,0,,,,,-1,-1,-1,-1,0,-1
3996,Je voudrais un itinéraire de Le-Mans jusque Angers samedi matin sans correspondance,1,Le Mans,Angers,Le-Mans,Angers,29,36,44,50,1,172
3997,Réserve-moi quelque chose.,0,,,,,-1,-1,-1,-1,0,-1
3998,Je voudrais un billet MoNtPEllIer - Dijon ce soir le plus rapide possible Je vais voir mon ami Orange.,1,Montpellier,Dijon,MoNtPEllIer,Dijon,22,33,36,41,1,293
3999,"Salut, je voudrais un trajet au départ de Saint-Malo pour Brest la semaine prochaine en seconde s'il te plaît.",1,Saint-Malo,Brest,Saint-Malo,Brest,42,52,58,63,0,147
4000,"S'il te plaît, je veux un billet de train Marseille → Clermont-Ferrand demain matin en première classe s'il te plaît.",1,Marseille,Clermont-Ferrand,Marseille,Clermont-Ferrand,42,51,54,70,0,365
4001,Je souhaiterais un train de PAU à Aignon demain matin sans correspondance s'il te plaît.,1,Pau,Avignon,PAU,Aignon,28,31,34,40,1,47
4002,Peux-tu une correspondance en partant de Dijon pour aller à aSint-Étienne demain après-midi est-ce possible ?,1,Dijon,Saint-Étienne,Dijon,aSint-Étienne,41,46,60,73,1,160
4003,"Hey, je veux une correspondance pour aller à Rims depuis clermont ferrand dans 2 heures sans correspondance tu peux regarder ?",1,Clermont-Ferrand,Reims,clermont ferrand,Rims,57,73,45,49,1,325
4004,"Bonjour, je veux un train de lIMoES jusqu'à Saint tÉienne samedi matin en seconde ?",1,Limoges,Saint-Étienne,lIMoES,Saint tÉienne,29,35,44,57,1,298
4005,J'aimerais une liaison ferroviaire de Nantes jusque Perpignan ce soir avec une correspondance,1,Nantes,Perpignan,Nantes,Perpignan,38,44,52,61,0,183
4006,"Bonjour, je veux un trajet pour aller à Avignon depuis Saint-Etienne vendredi pas trop cher stp.",1,Saint-Étienne,Avignon,Saint-Etienne,Avignon,55,68,40,47,1,86
4007,J’ai besoin de un voyage depuis angers jusqu’à Dijon aujourd'hui avec une correspondance est-ce possible ?,1,Angers,Dijon,angers,Dijon,32,38,47,52,1,220
4008,Je veux un train.,0,,,,,-1,-1,-1,-1,0,-1
4009,Je souhaiterais un voyage en partant de Dijon pour aller à bresT ce soir en seconde ?,1,Dijon,Brest,Dijon,bresT,40,45,59,64,1,379
4010,"S'il te plaît, je veux un trajet de brest vers Marseille vendredi pas trop cher s'il te plaît.",1,Brest,Marseille,brest,Marseille,36,41,47,56,1,277
4011,Tu peux une correspondance de Caen à Lille samedi matin pas trop cher stp.,1,Caen,Lille,Caen,Lille,30,34,37,42,0,125
4012,Je veux un billet depuis Rennes jusqu’à Orléans avec une correspondance ?,1,Rennes,Orléans,Rennes,Orléans,25,31,40,47,0,115
4013,"Hey, je veux une correspondance entre ANNCY et Metz aujourd'hui avec une correspondance tu peux regarder ? Je vais voir mon ami Milan.",1,Nancy,Metz,ANNCY,Metz,38,43,47,51,1,317
4014,Je veux une correspondance entre Port-Boulet et Aix-en-Provence la semaine prochaine le plus rapide possible stp.,1,Port-Boulet,Aix-en-Provence,Port-Boulet,Aix-en-Provence,33,44,48,63,0,363
4015,"S'il te plaît, je veux un itinéraire depuis Touluose jusqu’à Bordeaux la semaine prochaine pas trop cher stp.",1,Toulouse,Bordeaux,Touluose,Bordeaux,44,52,61,69,1,36
4016,J’ai besoin de un billet de train de Berst jusqu'à Reims demain matin en seconde,1,Brest,Reims,Berst,Reims,37,42,51,56,1,99
4017,"Hey, je veux un train Orléans - Saint Malo avec une correspondance ?",1,Orléans,Saint-Malo,Orléans,Saint Malo,22,29,32,42,1,338
4018,Tu peux une liaison ferroviaire au départ de L-Rochelle pour Rennes demain le plus rapide possible stp.,1,La Rochelle,Rennes,L-Rochelle,Rennes,45,55,61,67,1,333
4019,Je souhaiterais un train au départ de Le Mans pour Port-Boulet ce soir en première classe,1,Le Mans,Port-Boulet,Le Mans,Port-Boulet,38,45,51,62,0,12
4020,Je cherche une correspondance de Metz jusque Toulouse ce soir en seconde tu peux regarder ?,1,Metz,Toulouse,Metz,Toulouse,33,37,45,53,0,156
4021,Je voudrais un voyage pour aller à Nancy depuis Orleans demain matin le plus rapide possible stp.,1,Orléans,Nancy,Orleans,Nancy,48,55,35,40,1,309
4022,"Salut, je voudrais un train Grenoble - Reims vendredi s'il te plaît.",1,Grenoble,Reims,Grenoble,Reims,28,36,39,44,0,93
4023,Je voudrais un itinéraire entre tOuRS et Metz vendredi le plus rapide possible,1,Tours,Metz,tOuRS,Metz,32,37,41,45,1,100
4024,"S'il te plaît, je veux une correspondance de port-boulet vers Lyon demain le plus rapide possible stp.",1,Port-Boulet,Lyon,port-boulet,Lyon,45,56,62,66,1,391
4025,Peux-tu un billet entre Tours et Le Mans pas trop cher stp.,1,Tours,Le Mans,Tours,Le Mans,24,29,33,40,0,280
4026,Je souhaiterais un billet de La-Rochelle vers Saint-Malo dans 2 heures s'il te plaît.,1,La Rochelle,Saint-Malo,La-Rochelle,Saint-Malo,29,40,46,56,1,74
4027,Je souhaiterais une liaison ferroviaire de Montpellier à Limoges demain matin Avec Dieppe je voyage.,1,Montpellier,Limoges,Montpellier,Limoges,43,54,57,64,0,75
4028,Je voudrais un itinéraire de Rennes vers Tous samedi matin pas trop cher s'il te plaît.,1,Rennes,Tours,Rennes,Tous,29,35,41,45,1,310
4029,Je veux aller à Port-Boulet (pas en train).,0,,,,,-1,-1,-1,-1,0,-1
4030,"Bonjour, je veux un voyage en partant de toUlOuSe pour aller à eRims ce soir tu peux regarder ? Avec Florence je voyage.",1,Toulouse,Reims,toUlOuSe,eRims,41,49,63,68,1,135
4031,"S'il te plaît, je veux un trajet en partant de Besançno pour aller à Saint-Etienne pas trop cher stp.",1,Besançon,Saint-Étienne,Besançno,Saint-Etienne,47,55,69,82,1,357
